School,Year,Level,Size
Charlottetown Rural Family of Schools,Stonepark Intermediate,2012,Grade 5,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2012,Grade 6,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2012,Grade 7,268
Charlottetown Rural Family of Schools,Stonepark Intermediate,2012,Grade 8,263
Charlottetown Rural Family of Schools,Stonepark Intermediate,2012,Grade 9,242
Charlottetown Rural Family of Schools,Stonepark Intermediate,2012,Grade 10,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2012,Grade 11,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2012,Grade 12,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2013,K,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2013,Grade 1,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2013,Grade 2,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2013,Grade 3,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2013,Grade 4,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2013,Grade 5,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2013,Grade 6,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2013,Grade 7,254
Charlottetown Rural Family of Schools,Stonepark Intermediate,2013,Grade 8,258
Charlottetown Rural Family of Schools,Stonepark Intermediate,2013,Grade 9,255
Charlottetown Rural Family of Schools,Stonepark Intermediate,2013,Grade 10,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2013,Grade 11,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2013,Grade 12,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2014,K,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2014,Grade 1,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2014,Grade 2,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2014,Grade 3,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2014,Grade 4,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2014,Grade 5,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2014,Grade 6,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2014,Grade 7,256
Charlottetown Rural Family of Schools,Stonepark Intermediate,2014,Grade 8,253
Charlottetown Rural Family of Schools,Stonepark Intermediate,2014,Grade 9,259
Charlottetown Rural Family of Schools,Stonepark Intermediate,2014,Grade 10,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2014,Grade 11,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2014,Grade 12,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2015,K,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2015,Grade 1,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2015,Grade 2,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2015,Grade 3,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2015,Grade 4,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2015,Grade 5,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2015,Grade 6,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2015,Grade 7,326
Charlottetown Rural Family of Schools,Stonepark Intermediate,2015,Grade 8,254
Charlottetown Rural Family of Schools,Stonepark Intermediate,2015,Grade 9,252
Charlottetown Rural Family of Schools,Stonepark Intermediate,2015,Grade 10,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2015,Grade 11,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2015,Grade 12,0
Charlottetown Rural Family of Schools,Stratford Elementary,2010,K,0
Charlottetown Rural Family of Schools,Stratford Elementary,2010,Grade 1,0
Charlottetown Rural Family of Schools,Stratford Elementary,2010,Grade 2,0
Charlottetown Rural Family of Schools,Stratford Elementary,2010,Grade 3,0
Charlottetown Rural Family of Schools,Stratford Elementary,2010,Grade 4,110
Charlottetown Rural Family of Schools,Stratford Elementary,2010,Grade 5,112
Charlottetown Rural Family of Schools,Stratford Elementary,2010,Grade 6,114
Charlottetown Rural Family of Schools,Stratford Elementary,2010,Grade 7,0
Charlottetown Rural Family of Schools,Stratford Elementary,2010,Grade 8,0
Charlottetown Rural Family of Schools,Stratford Elementary,2010,Grade 9,0
Charlottetown Rural Family of Schools,Stratford Elementary,2010,Grade 10,0
Charlottetown Rural Family of Schools,Stratford Elementary,2010,Grade 11,0
Charlottetown Rural Family of Schools,Stratford Elementary,2010,Grade 12,0
Charlottetown Rural Family of Schools,Stratford Elementary,2011,K,0
Charlottetown Rural Family of Schools,Stratford Elementary,2011,Grade 1,0
Charlottetown Rural Family of Schools,Stratford Elementary,2011,Grade 2,0
Charlottetown Rural Family of Schools,Stratford Elementary,2011,Grade 3,0
Charlottetown Rural Family of Schools,Stratford Elementary,2011,Grade 4,117
Charlottetown Rural Family of Schools,Stratford Elementary,2011,Grade 5,107
Charlottetown Rural Family of Schools,Stratford Elementary,2011,Grade 6,117
Charlottetown Rural Family of Schools,Stratford Elementary,2011,Grade 7,0
Charlottetown Rural Family of Schools,Stratford Elementary,2011,Grade 8,0
Charlottetown Rural Family of Schools,Stratford Elementary,2011,Grade 9,0
Charlottetown Rural Family of Schools,Stratford Elementary,2011,Grade 10,0
Charlottetown Rural Family of Schools,Stratford Elementary,2011,Grade 11,0
Charlottetown Rural Family of Schools,Stratford Elementary,2011,Grade 12,0
Charlottetown Rural Family of Schools,Stratford Elementary,2012,K,0
Charlottetown Rural Family of Schools,Stratford Elementary,2012,Grade 1,0
Charlottetown Rural Family of Schools,Stratford Elementary,2012,Grade 2,0
Charlottetown Rural Family of Schools,Stratford Elementary,2012,Grade 3,0
Charlottetown Rural Family of Schools,Stratford Elementary,2012,Grade 4,148
Charlottetown Rural Family of Schools,Stratford Elementary,2012,Grade 5,117
Charlottetown Rural Family of Schools,Stratford Elementary,2012,Grade 6,110
Charlottetown Rural Family of Schools,Stratford Elementary,2012,Grade 7,0
Charlottetown Rural Family of Schools,Stratford Elementary,2012,Grade 8,0
Charlottetown Rural Family of Schools,Stratford Elementary,2012,Grade 9,0
Charlottetown Rural Family of Schools,Stratford Elementary,2012,Grade 10,0
Charlottetown Rural Family of Schools,Stratford Elementary,2012,Grade 11,0
Charlottetown Rural Family of Schools,Stratford Elementary,2012,Grade 12,0
Charlottetown Rural Family of Schools,Stratford Elementary,2013,K,0
Charlottetown Rural Family of Schools,Stratford Elementary,2013,Grade 1,0
Charlottetown Rural Family of Schools,Stratford Elementary,2013,Grade 2,0
Charlottetown Rural Family of Schools,Stratford Elementary,2013,Grade 3,0
Charlottetown Rural Family of Schools,Stratford Elementary,2013,Grade 4,138
Charlottetown Rural Family of Schools,Stratford Elementary,2013,Grade 5,148
Charlottetown Rural Family of Schools,Stratford Elementary,2013,Grade 6,122
Charlottetown Rural Family of Schools,Stratford Elementary,2013,Grade 7,0
Charlottetown Rural Family of Schools,Stratford Elementary,2013,Grade 8,0
Charlottetown Rural Family of Schools,Stratford Elementary,2013,Grade 9,0
Charlottetown Rural Family of Schools,Stratford Elementary,2013,Grade 10,0
Charlottetown Rural Family of Schools,Stratford Elementary,2013,Grade 11,0
Charlottetown Rural Family of Schools,Stratford Elementary,2013,Grade 12,0
Charlottetown Rural Family of Schools,Stratford Elementary,2014,K,0
Charlottetown Rural Family of Schools,Stratford Elementary,2014,Grade 1,0
Charlottetown Rural Family of Schools,Stratford Elementary,2014,Grade 2,0
Charlottetown Rural Family of Schools,Stratford Elementary,2014,Grade 3,0
Charlottetown Rural Family of Schools,Stratford Elementary,2014,Grade 4,143
Charlottetown Rural Family of Schools,Stratford Elementary,2014,Grade 5,137
Charlottetown Rural Family of Schools,Stratford Elementary,2014,Grade 6,150
Charlottetown Rural Family of Schools,Stratford Elementary,2014,Grade 7,0
Charlottetown Rural Family of Schools,Stratford Elementary,2014,Grade 8,0
Charlottetown Rural Family of Schools,Stratford Elementary,2014,Grade 9,0
Charlottetown Rural Family of Schools,Stratford Elementary,2014,Grade 10,0
Charlottetown Rural Family of Schools,Stratford Elementary,2014,Grade 11,0
Charlottetown Rural Family of Schools,Stratford Elementary,2014,Grade 12,0
Charlottetown Rural Family of Schools,Stratford Elementary,2015,K,0
Charlottetown Rural Family of Schools,Stratford Elementary,2015,Grade 1,0
Charlottetown Rural Family of Schools,Stratford Elementary,2015,Grade 2,0
Charlottetown Rural Family of Schools,Stratford Elementary,2015,Grade 3,0
Charlottetown Rural Family of Schools,Stratford Elementary,2015,Grade 4,159
Charlottetown Rural Family of Schools,Stratford Elementary,2015,Grade 5,149
Charlottetown Rural Family of Schools,Stratford Elementary,2015,Grade 6,133
Charlottetown Rural Family of Schools,Stratford Elementary,2015,Grade 7,0
Charlottetown Rural Family of Schools,Stratford Elementary,2015,Grade 8,0
Charlottetown Rural Family of Schools,Stratford Elementary,2015,Grade 9,0
Charlottetown Rural Family of Schools,Stratford Elementary,2015,Grade 10,0
Charlottetown Rural Family of Schools,Stratford Elementary,2015,Grade 11,0
Charlottetown Rural Family of Schools,Stratford Elementary,2015,Grade 12,0
Colonel Gray Family of Schools,West Kent Elementary,1999,K,0
Colonel Gray Family of Schools,West Kent Elementary,1999,Grade 1,50
Colonel Gray Family of Schools,West Kent Elementary,1999,Grade 2,46
Colonel Gray Family of Schools,West Kent Elementary,1999,Grade 3,73
Colonel Gray Family of Schools,West Kent Elementary,1999,Grade 4,62
Colonel Gray Family of Schools,West Kent Elementary,1999,Grade 5,77
Colonel Gray Family of Schools,West Kent Elementary,1999,Grade 6,51
Colonel Gray Family of Schools,West Kent Elementary,1999,Grade 7,0
Colonel Gray Family of Schools,West Kent Elementary,1999,Grade 8,0
Colonel Gray Family of Schools,West Kent Elementary,1999,Grade 9,0
Colonel Gray Family of Schools,West Kent Elementary,1999,Grade 10,0
Colonel Gray Family of Schools,West Kent Elementary,1999,Grade 11,0
Colonel Gray Family of Schools,West Kent Elementary,1999,Grade 12,0
Colonel Gray Family of Schools,West Kent Elementary,2000,K,0
Colonel Gray Family of Schools,West Kent Elementary,2000,Grade 1,16
Colonel Gray Family of Schools,West Kent Elementary,2000,Grade 2,15
Colonel Gray Family of Schools,West Kent Elementary,2000,Grade 3,21
Colonel Gray Family of Schools,West Kent Elementary,2000,Grade 4,24
Colonel Gray Family of Schools,West Kent Elementary,2000,Grade 5,30
Colonel Gray Family of Schools,West Kent Elementary,2000,Grade 6,32
Colonel Gray Family of Schools,West Kent Elementary,2000,Grade 7,0
Colonel Gray Family of Schools,West Kent Elementary,2000,Grade 8,0
Colonel Gray Family of Schools,West Kent Elementary,2000,Grade 9,0
Colonel Gray Family of Schools,West Kent Elementary,2000,Grade 10,0
Colonel Gray Family of Schools,West Kent Elementary,2000,Grade 11,0
Colonel Gray Family of Schools,West Kent Elementary,2000,Grade 12,0
Colonel Gray Family of Schools,West Kent Elementary,2001,K,0
Colonel Gray Family of Schools,West Kent Elementary,2001,Grade 1,12
Colonel Gray Family of Schools,West Kent Elementary,2001,Grade 2,19
Colonel Gray Family of Schools,West Kent Elementary,2001,Grade 3,15
Colonel Gray Family of Schools,West Kent Elementary,2001,Grade 4,26
Colonel Gray Family of Schools,West Kent Elementary,2001,Grade 5,25
Colonel Gray Family of Schools,West Kent Elementary,2001,Grade 6,30
Colonel Gray Family of Schools,West Kent Elementary,2001,Grade 7,0
Colonel Gray Family of Schools,West Kent Elementary,2001,Grade 8,0
Colonel Gray Family of Schools,West Kent Elementary,2001,Grade 9,0
Colonel Gray Family of Schools,West Kent Elementary,2001,Grade 10,0
Colonel Gray Family of Schools,West Kent Elementary,2001,Grade 11,0
Colonel Gray Family of Schools,West Kent Elementary,2001,Grade 12,0
Colonel Gray Family of Schools,West Kent Elementary,2002,K,0
Colonel Gray Family of Schools,West Kent Elementary,2002,Grade 1,30
Colonel Gray Family of Schools,West Kent Elementary,2002,Grade 2,11
Colonel Gray Family of Schools,West Kent Elementary,2002,Grade 3,18
Colonel Gray Family of Schools,West Kent Elementary,2002,Grade 4,15
Colonel Gray Family of Schools,West Kent Elementary,2002,Grade 5,24
Colonel Gray Family of Schools,West Kent Elementary,2002,Grade 6,23
Colonel Gray Family of Schools,West Kent Elementary,2002,Grade 7,0
Colonel Gray Family of Schools,West Kent Elementary,2002,Grade 8,0
Colonel Gray Family of Schools,West Kent Elementary,2002,Grade 9,0
Colonel Gray Family of Schools,West Kent Elementary,2002,Grade 10,0
Colonel Gray Family of Schools,West Kent Elementary,2002,Grade 11,0
Colonel Gray Family of Schools,West Kent Elementary,2002,Grade 12,0
Colonel Gray Family of Schools,West Kent Elementary,2003,K,0
Colonel Gray Family of Schools,West Kent Elementary,2003,Grade 1,24
Colonel Gray Family of Schools,West Kent Elementary,2003,Grade 2,31
Colonel Gray Family of Schools,West Kent Elementary,2003,Grade 3,12
Colonel Gray Family of Schools,West Kent Elementary,2003,Grade 4,22
Colonel Gray Family of Schools,West Kent Elementary,2003,Grade 5,18
Colonel Gray Family of Schools,West Kent Elementary,2003,Grade 6,28
Colonel Gray Family of Schools,West Kent Elementary,2003,Grade 7,0
Colonel Gray Family of Schools,West Kent Elementary,2003,Grade 8,0
Colonel Gray Family of Schools,West Kent Elementary,2003,Grade 9,0
Colonel Gray Family of Schools,West Kent Elementary,2003,Grade 10,0
Colonel Gray Family of Schools,West Kent Elementary,2003,Grade 11,0
Colonel Gray Family of Schools,West Kent Elementary,2003,Grade 12,0
Colonel Gray Family of Schools,West Kent Elementary,2004,K,0
Colonel Gray Family of Schools,West Kent Elementary,2004,Grade 1,21
Colonel Gray Family of Schools,West Kent Elementary,2004,Grade 2,26
Colonel Gray Family of Schools,West Kent Elementary,2004,Grade 3,32
Colonel Gray Family of Schools,West Kent Elementary,2004,Grade 4,14
Colonel Gray Family of Schools,West Kent Elementary,2004,Grade 5,24
Colonel Gray Family of Schools,West Kent Elementary,2004,Grade 6,15
Colonel Gray Family of Schools,West Kent Elementary,2004,Grade 7,0
Colonel Gray Family of Schools,West Kent Elementary,2004,Grade 8,0
Colonel Gray Family of Schools,West Kent Elementary,2004,Grade 9,0
Colonel Gray Family of Schools,West Kent Elementary,2004,Grade 10,0
Colonel Gray Family of Schools,West Kent Elementary,2004,Grade 11,0
Colonel Gray Family of Schools,West Kent Elementary,2004,Grade 12,0
Colonel Gray Family of Schools,West Kent Elementary,2005,K,0
Colonel Gray Family of Schools,West Kent Elementary,2005,Grade 1,26
Colonel Gray Family of Schools,West Kent Elementary,2005,Grade 2,19
Colonel Gray Family of Schools,West Kent Elementary,2005,Grade 3,24
Colonel Gray Family of Schools,West Kent Elementary,2005,Grade 4,31
Colonel Gray Family of Schools,West Kent Elementary,2005,Grade 5,17
Colonel Gray Family of Schools,West Kent Elementary,2005,Grade 6,24
Colonel Gray Family of Schools,West Kent Elementary,2005,Grade 7,0
Colonel Gray Family of Schools,West Kent Elementary,2005,Grade 8,0
Colonel Gray Family of Schools,West Kent Elementary,2005,Grade 9,0
Colonel Gray Family of Schools,West Kent Elementary,2005,Grade 10,0
Colonel Gray Family of Schools,West Kent Elementary,2005,Grade 11,0
Colonel Gray Family of Schools,West Kent Elementary,2005,Grade 12,0
Colonel Gray Family of Schools,West Kent Elementary,2006,K,0
Colonel Gray Family of Schools,West Kent Elementary,2006,Grade 1,33
Colonel Gray Family of Schools,West Kent Elementary,2006,Grade 2,27
Colonel Gray Family of Schools,West Kent Elementary,2006,Grade 3,23
Colonel Gray Family of Schools,West Kent Elementary,2006,Grade 4,28
Colonel Gray Family of Schools,West Kent Elementary,2006,Grade 5,33
Colonel Gray Family of Schools,West Kent Elementary,2006,Grade 6,17
Colonel Gray Family of Schools,West Kent Elementary,2006,Grade 7,0
Colonel Gray Family of Schools,West Kent Elementary,2006,Grade 8,0
Colonel Gray Family of Schools,West Kent Elementary,2006,Grade 9,0
Colonel Gray Family of Schools,West Kent Elementary,2006,Grade 10,0
Colonel Gray Family of Schools,West Kent Elementary,2006,Grade 11,0
Colonel Gray Family of Schools,West Kent Elementary,2006,Grade 12,0
Colonel Gray Family of Schools,West Kent Elementary,2007,K,0
Colonel Gray Family of Schools,West Kent Elementary,2007,Grade 1,18
Colonel Gray Family of Schools,West Kent Elementary,2007,Grade 2,35
Colonel Gray Family of Schools,West Kent Elementary,2007,Grade 3,29
Colonel Gray Family of Schools,West Kent Elementary,2007,Grade 4,24
Colonel Gray Family of Schools,West Kent Elementary,2007,Grade 5,32
Colonel Gray Family of Schools,West Kent Elementary,2007,Grade 6,31
Colonel Gray Family of Schools,West Kent Elementary,2007,Grade 7,0
Colonel Gray Family of Schools,West Kent Elementary,2007,Grade 8,0
Colonel Gray Family of Schools,West Kent Elementary,2007,Grade 9,0
Colonel Gray Family of Schools,West Kent Elementary,2007,Grade 10,0
Colonel Gray Family of Schools,West Kent Elementary,2007,Grade 11,0
Colonel Gray Family of Schools,West Kent Elementary,2007,Grade 12,0
Colonel Gray Family of Schools,West Kent Elementary,2008,K,0
Colonel Gray Family of Schools,West Kent Elementary,2008,Grade 1,36
Colonel Gray Family of Schools,West Kent Elementary,2008,Grade 2,23
Colonel Gray Family of Schools,West Kent Elementary,2008,Grade 3,34
Colonel Gray Family of Schools,West Kent Elementary,2008,Grade 4,32
